打印行	 println
流	flow
流感	flu
流利	fluent
流体	fluid
红晕	flush
飞	fly
飞行	flying
折	fold
民间	folk
跟随	follow
以下	following
喜欢	fond
傻瓜	fool
傻	foolish
脚丫子	foot
足球	football
前额	forehead
国外	foreign
外国人	foreigner
最重要的是	foremost
林	forest
忘记	forget
正式	formal
格式	format
编队	formation
前任的	former
从前	formerly
公式	formula
两星期	fortnight
幸运	fortunate
好在	fortunately
幸运	fortune
四十	forty
论坛	forum
前锋	forward
培育	foster
发现	found
基金会	foundation
创办人	founder
十四	fourteen
第四	fourth
狐狸	fox
脆弱	fragile
骨架	framework
特许经营	franchise
坦率	frank
坦率地说	frankly
骗局	fraud
自由	free
自由	freedom
自如	freely
冻结	freeze
频繁	frequent
频繁	frequently
新鲜	fresh
大一	freshman
摩擦	friction
冰箱	fridge
朋友	friend
友好	friendly
友谊	friendship
吓唬	frighten
青蛙	frog
面前	front
皱眉	frown
冻结的	frozen
卓有成效	fruitful
挫败	frustrate
挫折	frustration
鱼苗	fry
他妈的	fucking
满	full
全职	full-time
充分	fully
开玩笑	fun
实用	functional
根本	fundamental
资金	funding
滑稽	funny
狂怒	furious
炉	furnace
进一步	further
此外	furthermore
收益	gain
星系	galaxy
画廊	gallery
加仑	gallon
结伙	gang
车库	garage
垃圾	garbage
园丁	gardener
大蒜	garlic
气	gas
气	gaseous
汽油	gasoline
喘气	gasp
门	gate
收集	gather
采集	gathering
规	gauge
同性恋者	gay
齿轮	gear
性别	gender
基因	gene
一般	general
通常	generally
生成	generate
代	generation
发电机	generator
大方	generous
遗传	genetic
类型	genre
温和	gentle
绅士	gentleman
平缓	gently
真正	genuine
地理	geography
几何	geometry
病菌	germ
得到	get
巨人	giant
礼品	gift
天才	gifted
女孩	girl
女朋友	girlfriend
给	give
特定	given
高兴	glad
一瞥	glance
强光	glare
玻璃	glass
滑翔	glide
闪光	glitter
全球	global
阴沉	gloomy
辉煌	glorious
荣耀	glory
手套	glove
发光	glow
目标	goal
山羊	goat
金色	golden
高尔夫球	golf
良好	good
善良	goodness
货物	goods
鹅	goose
州长	governor
袍	gown
抢	grab
恩	grace
优雅	graceful
亲切	gracious
级	grade
渐进	gradual
逐渐	gradually
毕业生	graduate
毕业	graduation
粮食	grain
语法	grammar
语法的	grammatical
克	gramme
盛大	grand
孙子	grandchild
孙女	granddaughter
爷爷	grandfather
奶奶	grandmother
祖父母	grandparent
孙子	grandson
发放	grant
葡萄	grape
图形	graph
把握	grasp
感谢	grateful
严重	grave
灰	gray
伟大	great
最大	greatest
非常	greatly
贪婪	greedy
绿	green
温室	greenhouse
迎接	greet
欢迎	greeting
灰	grey
悲	grief
伤心	grieve
露齿而笑	grin
碾	grind
握	grip
呻吟	groan
杂货商	grocer
杂货	grocery
毛	gross
地面	ground
组	group
成长	grow
成长	growing
发展	growth
保证	guarantee
猜想	guess
指导	guide
指南	guideline
有罪	guilt
有罪	guilty
吉他	guitar
海湾	gulf
胶	gum
火药	gunpowder
胆	gut
家伙	guy
健身房	gym
体育馆	gymnasium
哈	ha
习惯	habit
栖息地	habitat
惯常的	habitual
理发	haircut
中途	halfway
大厅	hall
门厅	hallway
汉堡包	hamburger
手帕	handkerchief
处理	handle
英俊	handsome
手写	handwriting
便利	handy
高高兴兴	happily
幸福	happiness
高兴	happy
骚扰	harassment
港	harbour
硬	hard
硬化	harden
几乎不	hardly
困苦	hardship
硬件	hardware
野兔	hare
危害	harm
有害	harmful
苛刻	harsh
赶快	haste
赶紧	hasten
匆	hasty
帽子	hat
舱口	hatch
可恨	hateful
仇	hatred
运输	haul
鹰	hawk
干草	hay
风险	hazard
他	he
头痛	headache
标题	headline
校长	headmaster
司令部	headquarters
医治	heal
健康	health
健康	healthy
堆	heap
听	hear
听力	hearing
心脏	heart
加热	heating
严重	heavily
重	heavy
脚跟	heel
继承者	heir
直升机	helicopter
地狱	hell
您好	hello
头盔	helmet
帮帮我	help
有帮助	helpful
故	hence
她的	her
草本植物	herb
群	herd
这里	here
遗产	heritage
英勇	heroic
女英雄	heroine
她的	hers
她自己	herself
迟疑	hesitate
哎	hey
嗨	hi
隐	hidden
隐藏	hide
高科技	high-tech
突出	highlight
高度	highly
高速公路	highway
远足	hike
山	hill
山坡	hillside
他	him
他自己	himself
臀部	hip
聘请	hire
他的	his
历史学家	historian
历史性	historic
历史的	historical
历史	historically
历史	history
撞	hit
爱好	hobby
曲棍球	hockey
持有	hold
孔	hole
空洞	hollow
圣	holy
家园	homeland
无家可归	homeless
家庭作业	homework
诚实	honest
老老实实	honestly
诚实	honesty
度蜜月	honeymoon
荣誉	honor
荣誉	honour
光彩	honourable
勾	hook
希望	hope
希望	hopefully
绝望	hopeless
横	horizontal
激素	hormone
可怕	horrible
马	horse
马力	horsepower
医院	hospital
主持人	host
人质	hostage
女主人	hostess
敌对	hostile
热	hot
饭店	hotel
房子	house
家庭主妇	housewife
住房	housing
怎么样	how
然而	however
拥抱	hug
巨大	huge
呵呵	huh
人性	humanity
谦逊	humble
湿	humid
幽默	humor
幽默	humorous
饿	hungry
狩猎	hunt
猎人	hunter
狩猎	hunting
飓风	hurricane
赶快	hurry
伤	hurt
丈夫	husband
棚屋	hut
氢	hydrogen
假设	hypothesis
即	i.e.
冰淇淋	ice-cream
图标	icon
主意	idea
理想	ideal
相同	identical
鉴定	identification
身分	identity
思想	ideological
思想	ideology
成语	idiom
空闲	idle
即	ie
如果	if
无知	ignorant
忽略	ignore
生病	ill
非法	illegal
疾病	illness
错觉	illusion
说明	illustrate
插图	illustration
图像	image
假想	imaginary
想像力	imagination
想像	imagine
即时	immediate
马上	immediately
巨大	immense
移民	immigrant
移民	immigration
免疫的	immune
碰撞	impact
急躁	impatient
实施	implement
履行	implementation
暗示	imply
进口	import
重要性	importance
重要	important
重要	importantly
强加	impose
不可能	impossible
印	impress
有声有色	impressive
下狱	imprison
提高	improve
改进	improved
起色	improvement
冲动	impulse
在	in
奖励	incentive
寸	inch
事件	incident
倾斜	incline
包括	include
包含	including
合并	incorporate
不正确	incorrect
增加	increase
增加	increased
增加	increasing
日益	increasingly
难以置信	incredible
令人难以置信	incredibly
的确	indeed
不定	indefinite
独立	independent
迹象	indication
指示器	indicator
无所谓	indifferent
土著	indigenous
愤怒	indignant
间接	indirect
必不可少	indispensable
个人	individual
在室内	indoors
产业	industrial
工业化	industrialize
行业	industry
低效	inefficient
必然	inevitable
必将	inevitably
便宜	inexpensive
婴儿	infant
感染	infect
感染	infection
比量	infer
下	inferior
无限	infinite
通货膨胀	inflation
有影响	influential
非正式的	informal
基础设施	infrastructure
成分	ingredient
居住于	inhabit
居民	inhabitant
固有	inherent
继承	inherit
初始	initial
原来	initially
开始	initiate
主动	initiative
伤	injury
墨	ink
犯人	inmate
客栈	inn
内	inner
无辜	innocent
革新	innovation
创新	innovative
输入	input
查询	inquire
查询	inquiry
昆虫	insect
里面	inside
眼光	insight
咬定	insist
检查	inspection
检查员	inspector
灵感	inspiration
启发	inspire
安装	install
例	instance
瞬间	instant
即刻	instantly
学院	institute
机构	institution
机构	institutional
责成	instruct
指令	instruction
教学	instructional
教练	instructor
不足	insufficient
侮辱	insult
保险	insurance
保险	insure
完整	intact
综合	integrate
集成	integrated
积分	integration
廉正	integrity
知识分子	intellectual
智能	intelligent
激烈	intense
集约	intensive
意图	intent
故意	intentional
相互作用	interact
相互作用	interaction
有兴趣	interested
有趣	interesting
干扰	interfere
干扰	interference
内部	interior
中间	intermediate
内部	internal
国际	international
译	interpret
解释	interpretation
翻译员	interpreter
中断	interruption
介入	intervention
访问	interview
亲密	intimate
成	into
侵入	invasion
发明者	inventor
库存	inventory
投资	invest
调查	investigate
调查	investigation
研究者	investigator
投资者	investor
无形	invisible
请帖	invitation
涉及	involve
参与	involved
参与	involvement
向内	inward
具有讽刺意味的	ironically
讽刺	irony
不规​​则	irregular
岛	island
隔离	isolate
孤立	isolated
隔离	isolation
项目	item
其	its
本身	itself
夹克	jacket
监狱	jail
果酱	jam
罐	jar
颚	jaw
爵士乐	jazz
眼红	jealous
牛仔裤	jeans
喷射	jet
宝	jewel
首饰	jewelry
加入	join
联合	joint
笑话	joke
欢乐	jolly
刊物	journal
新闻学	journalism
记者	journalist
快乐	joyful
法官	judge
判决	judgement
判决	judgment
司法	judicial
果汁	juice
初级	junior
管辖权	jurisdiction
陪审员	juror
陪审团	jury
刚	just
辩解	justify
敏锐	keen
保持	keep
管理人	keeper
水壶	kettle
关键	key
键盘	keyboard
踢	kick
小子	kid
杀	kill
凶手	killer
谋杀	killing
公斤	kilogram
公里	kilometer
种	kind
王	king
套件	kit
厨房	kitchen
风筝	kite
下跪	kneel
针织	knit
把手	knob
结	knot
已知	known
实验室	lab
劳动	labor
实验室	laboratory
花边	lace
缺乏	lack
阶梯	ladder
淑女	lady
落后	lag
湖	lake
羊肉	lamb
跛	lame
灯	lamp
着陆	landing
女房东	landlady
里程碑	landmark
景观	landscape
车道	lane
语言	language
灯笼	lantern
膝部	lap
大	large
主要	largely
激光	laser
最后	last
晚了	late
最近	lately
后	later
后者	latter
笑声	laughter
洗衣店	laundry
厕所	lavatory
法	law
国会议员	lawmaker
诉讼	lawsuit
律师	lawyer
领导者	leader
领导	leadership
领导	leading
叶子	leaf
泄漏	leak
瘦	lean
飞跃	leap
学习	learn
知道	learned
至少	least
皮革	leather
离开	leave
演讲	lecture
剩下	left
腿	leg
遗产	legacy
法律	legal
法律上	legally
传说	legend
立法	legislation
立法	legislative
立法者	legislator
立法机关	legislature
合法	legitimate
闲暇	leisure
柠檬	lemon
借	lend
减	less
教训	lesson
免得	lest
级别	level
责任	liability
容易	liable
说谎者	liar
自由	liberal
解放	liberate
解放	liberation
图书管理员	librarian
图书馆	library
许可证	license
舔	lick
谎言	lie
陆军中尉	lieutenant
生活	life
生活方式	lifestyle
一生	lifetime
举	lift
减轻	lighten
灯光	lighting
轻轻	lightly
闪电	lightning
可能性	likelihood
容易	likely
同样	likewise
酸橙	lime
限	limit
局限性	limitation
有限	limited
亚麻布	linen
衬垫	liner
链接	link
狮子	lion
唇	lip
液体	liquid
名单	list
倾听者	listener
升	liter
从字面上	literally
文	literary
文学	literature
小	little
住	live
热闹	lively
肝	liver
客厅	living-room
面包	loaf
前厅	lobby
当地	local
定位	locate
位置	location
机车	locomotive
小屋	lodge
登陆	log
合乎逻辑的	logical
寂寞	lonely
长	long
长期	long-term
很久	longtime
松	loose
放松	loosen
主	lord
货车	lorry
输	lose
失利	loss
迷路	lost
很多	lot
很多	lots
响	loud
扩音器	loudspeaker
可爱	lovely
低	low
下	lower
忠诚	loyal
忠诚	loyalty
幸运	lucky
木料	lumber
坨	lump
午餐	lunch
肺	lung
豪华	luxury
机	machine
疯狂	mad
女士	madam
杂志	magazine
魔术	magic
磁	magnetic
华丽的	magnificent
大小	magnitude
邮件	mail
主	main
大陆	mainland
主要	mainly
主流	mainstream
保养	maintenance
重大的	major
多数	majority
制作者	maker
补偿	makeup
男	male
购物中心	mall
经理	manager
管理的	managing
要求	mandate
操纵	manipulate
人类	mankind
男子气	manly
大厦	mansion
手册	manual
生产厂家	manufacturer
制造业	manufacturing
许多	many
大理石	marble
游行	march
余量	margin
海洋	marine
马克	mark
标记	marker
市场营销	marketing
市井	marketplace
结婚了	married
奇妙	marvelous
面膜	mask
块	mass
大量	massive
主	master
杰作	masterpiece
垫	mat
伴侣	mate
材料	material
唯物主义	materialism
数学	math
数学的	mathematical
数学	mathematics
数学	maths
事	matter
成熟	mature
最大	maximum
可	may
可能是	maybe
市长	mayor
我	me
草地	meadow
餐	meal
意味着	mean
富有意义的	meaningful
与此同时	meantime
与此同时	meanwhile
测	measurable
肉	meat
机械师	mechanic
机械	mechanical
机械	mechanically
机械学	mechanics
机制	mechanism
勋章	medal
媒体	media
医	medical
药物治疗	medication
药	medicine
中	medium
遇到	meet
会议	meeting
瓜	melon
熔	melt
成员	member
会籍	membership
纪念馆	memorial
补	mend
心理	mental
精神上	mentally
提	mention
导师	mentor
商人	merchant
怜悯	mercy
只	mere
仅仅	merely
快活	merry
胡来	mess
信使	messenger
金属	metal
隐喻	metaphor
公	metric
大都市的	metropolitan
微电脑	microcomputer
话筒	microphone
显微镜	microscope
中午	midday
中间	middle
中产阶级	middle-class
中间	midst
迁移	migration
温和	mild
军事	military
磨	mill
毫米	millimetre
百万	million
矿工	miner
矿物	mineral
最小	minimal
最小化	minimize
最低限度	minimum
部	ministry
未成年人	minor
少数	minority
减	minus
奇迹	miracle
镜	mirror
惨	miserable
误导	mislead
思念	miss
导弹	missile
失踪	missing
传教士	missionary
雾	mist
情妇	mistress
混合	mix
杂	mixed
混合物	mixture
MM-HMM	mm-hmm
呻吟	moan
移动	mobile
模式	mode
温和	moderate
现代	modern
谦虚	modest
潮湿	moist
分子	molecule
妈妈	mom
势头	momentum
钱	money
显示器	monitor
猴子	monkey
怪物	monster
月	month
每月一次	monthly
纪念碑	monument
道德	moral
更多	more
而且	moreover
上午	morning
凡人	mortal
死亡	mortality
抵押	mortgage
蚊子	mosquito
大多	mostly
母亲	mother
刺激	motivate
动机	motivation
动机	motive
马达	motor
模	mould
安装	mount
悼	mourn
鼠标	mouse
满口	mouthful
举	move
运动	movement
电影	movie
多	much
泥	mud
浑	muddy
杯	mug
多	multiple
乘	multiply
市政	municipal
谋杀	murder
凶手	murderer
博物馆	museum
蘑菇	mushroom
音乐	musical
音乐家	musician
必须	must
哑	mute
喃喃	mutter
羊肉	mutton
互	mutual
我的	my
我自己	myself
神秘	mysterious
神秘	mystery
神话	myth
不	n't
裸体	naked
亦即	namely
盹	nap
叙述	narrative
窄	narrow
讨厌	nasty
民族	nation
国民	national
全国	nationwide
本地人	native
自然	natural
自然	naturally
调皮	naughty
海	naval
海军	navy
附近的	nearby
将近	nearly
整齐	neat
一定	necessarily
必要	necessary
必要性	necessity
颈部	neck
项链	necklace
需要	need
不必要	needless
负	negative
谈判	negotiate
谈判	negotiation
邻居	neighbor
邻里	neighborhood
邻近	neighboring
邻里	neighbourhood
也不	neither
侄子	nephew
紧张	nervous
净	net
网络	network
中性	neutral
从来没有	never
虽然	nevertheless
新	new
新	newly
新闻	news
报纸	newspaper
下一个	next
不错	nice
侄女	niece
夜晚	night
梦魇	nightmare
九	nine
十九	nineteen
九十	ninety
第九	ninth
氮	nitrogen
高贵	noble
没有人	nobody
点头	nod
噪音	noise
吵闹	noisy
提名	nomination
被提名人	nominee
没有	none
尽管如此，	nonetheless
非营利	nonprofit
废话	nonsense
中午	noon
也不	nor
规范	norm
正常	normal
常	normally
东北	northeast
北方	northern
西北	northwest
鼻子	nose
不	not
注意	note
笔记本	notebook
没什么	nothing
引人注目	noticeable
概念	notion
名词	noun
小说	novel
无处	nowhere
核	nuclear
滋扰	nuisance
众多	numerous
苗圃	nursery
养分	nutrient
尼龙	nylon
点	o'clock
橡木	oak
对象	object
客观	objective
义务	obligation
责成	oblige
意见	observation
守	observe
观察员	observer
明显	obvious
明显	obviously
机会	occasion
偶然	occasional
偶尔	occasionally
占据	occupy
海洋	ocean
奇	odd
可能性	odds
气味	odour
的	of
离	off
得罪	offend
犯罪分子	offender
犯罪	offense
进攻	offensive
供	offering
官方	official
正式	officially
常	often
好	okay
老	old
过时	old-fashioned
忽略	omit
一旦	once
一个	one
三分之一	one-third
不断的	ongoing
洋葱	onion
在线	online
只要	only
到	onto
开放	open
开盘	opening
公然	openly
歌剧	opera
操作	operate
操作	operating
操作	operational
操作者	operator
机会	opportunity
反对	oppose
反对	opposed
相反	opposite
反对	opposition
压迫	oppress
选择	opt
光纤	optical
乐观	optimistic
选项	option
自选	optional
要么	or
口服	oral
橙	orange
轨道	orbit
乐队	orchestra
秩序	order
秩序	orderly
普通	ordinary
有机	organic
有机体	organism
组织	organizational
组织	organize
有组织的	organized
东方的	oriental
方向	orientation
来源	origin
原版的	original
原本	originally
装饰	ornament
孤儿	orphan
其他	other
其他	others
除此以外	otherwise
应该	ought
盎司	ounce
我们的	our
我们的	ours
我们自己	ourselves
户外	outdoor
户外	outdoors
外	outer
配备	outfit
概要	outline
开始	outset
外	outside
局外人	outsider
郊区	outskirt
优秀	outstanding
向外	outward
向外	outwards
烤箱	oven
以上	over
总体	overall
大衣	overcoat
克服	overcome
高架	overhead
忽略	overlook
过夜	overnight
海外	overseas
监视	oversee
超车	overtake
随着时间的推移	overtime
压倒	overwhelm
压倒性	overwhelming
猫头鹰	owl
自己	own
业主	owner
所有权	ownership
氧	oxygen
步伐	pace
和平的	pacific
包	packet
页面	page
桶	pail
痛苦	painful
对	pair
宫	palace
苍白	pale
锅	pan
熊猫	panda
窗格	pane
面板	panel
恐慌	panic
喘气	pant
天堂	paradise
段	paragraph
并行	parallel
亲	parent
父母	parental
教区	parish
公园	park
停车	parking
议会	parliament
部分	part
局部	partial
部分	partially
参加者	participant
参与	participation
粒子	particle
特别	particular
部分地	partly
合作关系	partnership
派对	party
传	pass
通过	passing
情	passion
被动	passive
护照	passport
过去	past
面食	pasta
消遣	pastime
牧师	pastor
拍	pat
补丁	patch
专利	patent
路径	path
病人	patient
巡逻	patrol
顾客	patron
模式	pattern
暂停	pause
铺	pave
路面	pavement
爪子	paw
付	pay
付款	payment
豌豆	pea
安宁	peaceful
桃	peach
高峰	peak
花生	peanut
梨	pear
珍珠	pearl
农	peasant
卵石	pebble
奇特	peculiar
果皮	peel
窥视	peep
窥视	peer
笔	pen
刑罚	penalty
铅笔	pencil
穿透	penetrate
半岛	peninsula
一分钱	penny
养老金	pension
胡椒	pepper
每	per
感知	perceive
感知	perceived
百分比	percentage
知觉	perception
完美	perfect
完美	perfectly
性能	performance
表演者	performer
香水	perfume
期	period
永久	permanent
永久	permanently
许可证	permit
个人	personal
个性	personality
亲自	personally
人员	personnel
说服	persuade
悲观	pessimistic
宠物	pet
汽油	petrol
石油	petroleum
相	phase
现象	phenomenon
哲学家	philosopher
哲学上	philosophical
照片	photo
照片	photograph
摄影师	photographer
相	photographic
摄影	photography
词组	phrase
物理	physical
物理	physically
医师	physician
物理学家	physicist
物理学	physics
钢琴	piano
挑	pick
拾起	pickup
馅饼	pie
片	piece
刺穿	pierce
鸽子	pigeon
桩	pile
丸	pill
支柱	pillar
枕头	pillow
飞行员	pilot
掐	pinch
松	pine
粉红色	pink
品脱	pint
先锋	pioneer
管	pipe
管道	pipeline
手枪	pistol
音高	pitch
投手	pitcher
比萨	pizza
放置	placement
川	plain
原告	plaintiff
计划	plan
平面	plane
行星	planet
规划人员	planner
规划	planning
厂	plant
种植园	plantation
膏药	plaster
塑料	plastic
播放机	player
挑拨	playoff
恳求	plea
辩护	plead
宜人	pleasant
请	please
满意	pleased
乐趣	pleasure
丰满	plentiful
情节	plot
动物内脏	pluck
跳水	plunge
复数	plural
口袋	pocket
诗人	poet
有毒	poisonous
戳	poke
极	pole
警察	police
警察	policeman
政策	policy
波兰语	polish
有礼貌	polite
政治	political
政治	politically
政治家	politician
调查	poll
污染	pollution
池塘	pond
池	pool
较差的	poor
流行的	pop
流行	popular
声望	popularity
人口	population
门廊	porch
猪肉	pork
稀饭	porridge
港	port
手提	portable
门房	porter
投资组合	portfolio
一部分	portion
肖像	portrait
描写	portray
提出	pose
积极	positive
具备	possess
可能性	possibility
可能	possible
或者	possibly
邮资	postage
海报	poster
邮差	postman
土豆	potato
潜力	potential
可能	potentially
英镑	pound
贫穷	poverty
粉	powder
动力	power
强大	powerful
实用	practical
几乎	practically
实践	practise
医生	practitioner
赞	praise
祈祷	pray
祈祷	prayer
传道	preach
预防措施	precaution
前	preceding
珍贵	precious
精确	precise
恰恰	precisely
捕食者	predator
预测	prediction
比较喜欢	prefer
最好	preferable
怀孕	pregnancy
怀孕	pregnant
偏见	prejudice
初步	preliminary
总理	premier
前提	premise
额外费用	premium
准备	prepare
介词	preposition
规定	prescribe
处方	prescription
存在	presence
当下	present
介绍	presentation
现	presently
总统任期	presidency
总统	presidential
想必	presumably
假装	pretend
漂亮	pretty
战胜	prevail
预防	prevention
前	previous
先前	previously
牧师	priest
主要	primarily
主	primary
灌注	prime
原始	primitive
王子	prince
公主	princess
校长	principal
打印	print
先	prior
优先	priority
监狱	prison
囚犯	prisoner
隐私	privacy
私人	private
私自	privately
特权	privilege
奖品	prize
亲	pro
可能性	probability
可能	probable
大概	probably
问题	problem
步骤	procedure
继续	proceed
过程	process
处理	processing
游行	procession
处理器	processor
宣布	proclaim
生产	produce
制片人	producer
产品	product
生产	production
生产的	productive
生产率	productivity
行业	profession
专业的	professional
教授	professor
轮廓	profile
利润	profit
深刻	profound
计划	program
程序设计	programming
进度	progress
进步	progressive
禁止	prohibit
工程	project
投影	projection
突出	prominent
承诺	promise
有为	promising
促进	promote
提升	promotion
提示	prompt
代词	pronoun
发音	pronounce
发音	pronunciation
证明	proof
正确	proper
正确	properly
财产	property
比例	proportion
成比例的	proportional
建议	proposal
建议	propose
建议	proposed
检察官	prosecution
原告	prosecutor
展望	prospect
繁荣	prosperity
繁荣	prosperous
保护	protect
保护	protection
保护的	protective
蛋白质	protein
抗议	protest
协议	protocol
骄傲	proud
证明	prove
提供	provide
提供	provided
提供商	provider
省	province
规定	provision
惹	provoke
心理	psychological
心理学家	psychologist
心理学	psychology
上市	public
发布	publication
公开	publicity
公然	publicly
发布	publish
出版者	publisher
布丁	pudding
噗	puff
泵	pump
冲床	punch
守时	punctual
惩罚	punishment
瞳孔	pupil
木偶	puppet
纯	pure
纯粹	purely
净化	purify
纯度	purity
紫	purple
追求	pursue
追求	pursuit
修饰	qualify
夸脱	quart
5美分硬币	quarter
四分卫	quarterback
季刊	quarterly
女王	queen
古怪	queer
探索	quest
题	question
调查问卷	questionnaire
队列	queue
快	quick
加速	quicken
很快	quickly
安静	quiet
悄悄	quietly
被子	quilt
测验	quiz
行情	quotation
兔子	rabbit
种族	racial
种族主义	racism
架	rack
球拍	racket
雷达	radar
辐射	radiate
辐射	radiation
激进	radical
无线电	radio
放射性的	radioactive
放射性	radioactivity
萝卜	radish
镭	radium
半径	radius
愤怒	rage
袭击	raid
轨	rail
铁路	railroad
铁路	railway
彩虹	rainbow
雨	rainy
募集	raise
耙	rake
团结	rally
牧场	ranch
随机	random
秩	rank
强奸	rape
快速	rapid
急速	rapidly
罕见	rare
很少	rarely
鼠	rat
率	rate
宁	rather
等级	rating
比	ratio
合理的	rational
生	raw
剃刀	razor
回覆	re
到达	reach
应对	react
反应	reaction
阅读	read
容易	readily
准备	ready
现实	real
实际	realistic
现实	reality
实现	realize
真	really
境界	realm
收割	reap
后	rear
原因	reason
合理	reasonable
反叛	rebel
暴动	rebellion
重建	rebuild
召回	recall
接受	receive
接收器	receiver
最近	recent
最近	recently
不景气	recession
食谱	recipe
接受者	recipient
背诵	recite
回忆	recollect
录音机	recorder
记录	recording
恢复	recover
招	recruit
红	red
芦苇	reed
卷轴	reel
参考	refer
提炼	refine
改革	reform
爽快	refreshment
刷新刷新	refresh刷新
冰箱	refrigerator
避难所	refuge
难民	refugee
拒绝	refusal
拒绝	refuse
反驳	refute
恢复	regain
关于	regard
关于	regarding
而不管	regardless
政权	regime
区域	region
区域性	regional
登记	register
遗憾	regret
定期	regular
经常	regularly
调节	regulate
条例	regulation
调节器	regulator
监管	regulatory
复原	rehabilitation
排演	rehearsal
统治	reign
缰绳	rein
庆幸	rejoice
涉及	relate
有关	related
关系	relationship
相对的	relative
相对	relatively
相对论	relativity
放松	relax
发布	release
相应	relevant
可靠性	reliability
可靠	reliable
信赖	reliance
浮雕	relief
缓解	relieve
宗教	religion
宗教	religious
舍不得	reluctant
留	remain
剩余	remaining
遗体	remains
备注	remark
卓越	remarkable
补救	remedy
提醒	remind
提醒	reminder
远程	remote
切除	removal
拆除	remove
出租	rental
修复	repair
反复	repeatedly
忏悔	repent
重	repetition
更换	replace
更换	replacement
回复	reply
报告	report
据说	reportedly
记者	reporter
报告	reporting
表示	representation
代表	representative
责备	reproach
复制	reproduce
共和国	republic
声誉	reputation
要求	request
需要	required
需求	requirement
营救	rescue
研究	research
研究员	researcher
像	resemble
预订	reservation
水库	reservior
住所	residence
居民	resident
住宅	residential
辞职	resign
辞职	resignation
抵制	resist
抵抗性	resistance
耐	resistant
解析度	resolution
解析	resolve
度假区	resort
尊重	respect
恭	respectful
各自	respective
分别	respectively
响应	respond
回答者	respondent
主管	responsible
餐厅	restaurant
不安	restless
限制	restriction
简历	resume
零售	retail
零售商	retailer
复述	retell
退休	retire
退役	retired
退休	retirement
撤退	retreat
回报	return
启示	revelation
复仇	revenge
收入	revenue
逆转	reverse
回顾	review
起义	revolt
革命的	revolutionary
奖励	reward
修辞	rhetoric
肋骨	rib
色带	ribbon
丰富	rich
使摆脱	rid
谜语	riddle
骑	ride
骑士	rider
可笑	ridiculous
步枪	rifle
正确	right
死板	rigid
边	rim
环	ring
骚乱	riot
安息	rip
成熟	ripe
熟	ripen
上升	rise
冒险的	risky
仪式	ritual
对手	rival
抢	rob
强盗	robber
抢劫	robbery
长袍	robe
机器人	robot
火箭	rocket
滚	roll
压延	rolling
浪漫	romance
浪漫	romantic
房	room
绳	rope
玫瑰	rose
腐烂	rot
旋转	rotary
回转	rotate
回转	rotation
烂	rotten
粗	rough
大致	roughly
圆	round
振奋	rouse
航线	route
常规	routine
常规	routinely
排	row
皇族	royal
橡胶	rubber
粗暴	rude
地毯	rug
规则	rule
统治	ruling
传闻	rumor
跑步者	runner
赛跑	running
乡村	rural
抢	rush
铁锈	rust
生疏	rusty
神圣	sacred
牺牲	sacrifice
伤心	sad
鞍	saddle
可悲的是	sadly
悲	sadness
安全	safe
安然	safely
安全	safety
圣	saint
为了	sake
沙拉	salad
薪水	salary
销售	sales
业务员	salesman
三文鱼	salmon
敬礼	salute
同	same
样本	sample
制裁	sanction
三明治	sandwich
沙	sandy
卫星	satellite
满意的	satisfactory
满足	satisfy
酱	sauce
茶托	saucer
香肠	sausage
规模	scale
丑闻	scandal
疤痕	scar
稀缺	scarce
几乎没有	scarcely
吓	scare
惊	scared
围巾	scarf
吓人	scary
分散	scatter
脚本	scenario
现场	scene
风光	scenery
香味	scent
时间表	schedule
方案	scheme
学者	scholar
奖学金	scholarship
科学	science
科学	scientific
科学家	scientist
剪刀	scissors
得分了	score
蔑视	scorn
侦察兵	scout
争夺	scramble
刮	scrape
刮	scratch
惊叫	scream
筛查	screening
螺丝钉	screw
脚本	script
雕塑	sculpture
海	sea
密封	seal
水手	seaman
海港	seaport
搜索	search
座位	seat
第二	second
次要	secondary
其次	secondly
秘密	secret
部分	section
扇形	sector
世俗	secular
安全	secure
安全	security
见	see
种子	seed
似乎	seem
貌似	seemingly
分割	segment
抢占	seize
选择	select
选	selected
自	self
自尊	self-esteem
自私	selfish
卖	sell
卖家	seller
半导体	semiconductor
研讨会	seminar
参议员	senator
发送	send
前辈	senior
感觉	sensation
感	sense
明智的	sensible
敏感	sensitive
灵敏度	sensitivity
传感器	sensor
情绪	sentiment
分离	separate
另	separately
分割	separation
序列	sequence
严重	serious
认真地	seriously
服务	service
服务	serving
会议	session
集	set
解决	settle
沉降	settlement
七	seven
第七	seventh
几个	several
严重	severe
严重	severely
缝	sew
性别	sex
有性	sexual
性欲	sexuality
性	sexually
性感的	sexy
阴	shade
背阴	shady
将	shall
浅	shallow
耻辱	shame
洗发水	shampoo
共享	share
共享	shared
股东	shareholder
鲨鱼	shark
锐	sharp
磨	sharpen
大幅	sharply
刮胡子	shave
她	she
剪断	shear
羊	sheep
绝对	sheer
片	sheet
搁板	shelf
牧羊人	shepherd
移	shift
先令	shilling
闪耀	shine
衬衫	shirt
狗屁	shit
震	shock
鞋	shoe
射击	shoot
射击	shooting
店	shop
购物	shopping
岸	shore
短	short
短期	short-term
短缺	shortage
缺点	shortcoming
不久	shortly
